epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,4520.95,0.56038,0.40058,1.04743,0.78915,0.80465,0.84343,0.6158,0.88281,0.69319,1.33389,0.000148625,0.000148625,0.000148625
180,4545.36,0.55966,0.39192,1.04457,0.81525,0.80817,0.84539,0.61972,0.89164,0.68428,1.33816,0.000142437,0.000142437,0.000142437
181,4569.48,0.56506,0.39739,1.04741,0.79596,0.81732,0.82902,0.61424,0.88715,0.6837,1.34355,0.00013625,0.00013625,0.00013625
182,4593.83,0.55164,0.39053,1.04028,0.78788,0.80286,0.83669,0.61178,0.87818,0.68538,1.3273,0.000130062,0.000130062,0.000130062
183,4617.97,0.5596,0.39458,1.04144,0.79939,0.82262,0.84881,0.62287,0.87202,0.68666,1.32305,0.000123875,0.000123875,0.000123875
184,4642.33,0.54812,0.38983,1.05018,0.80827,0.80338,0.83483,0.62025,0.88146,0.69372,1.33977,0.000117687,0.000117687,0.000117687
185,4666.49,0.54741,0.39214,1.04371,0.80359,0.81283,0.82905,0.61849,0.8768,0.71511,1.33085,0.0001115,0.0001115,0.0001115
186,4690.89,0.55461,0.39872,1.04523,0.80282,0.81657,0.82998,0.61945,0.88426,0.71083,1.33713,0.000105312,0.000105312,0.000105312
187,4715.14,0.53047,0.37363,1.03086,0.80874,0.79836,0.82699,0.61307,0.88658,0.71789,1.34165,9.9125e-05,9.9125e-05,9.9125e-05
188,4739.51,0.53536,0.37525,1.03788,0.78337,0.81704,0.82748,0.6111,0.88771,0.72367,1.35392,9.29375e-05,9.29375e-05,9.29375e-05
189,4763.83,0.55361,0.38793,1.04391,0.7897,0.78804,0.8352,0.61052,0.89042,0.71268,1.35596,8.675e-05,8.675e-05,8.675e-05
190,4788.4,0.53832,0.38686,1.0444,0.79841,0.79504,0.83593,0.61442,0.88077,0.71288,1.34009,8.05625e-05,8.05625e-05,8.05625e-05
191,4814.16,0.44467,0.29782,0.97751,0.80052,0.78663,0.82615,0.60554,0.87821,0.7,1.34158,7.4375e-05,7.4375e-05,7.4375e-05
192,4838.72,0.43001,0.28471,0.96937,0.80823,0.79096,0.82814,0.60096,0.876,0.69008,1.34279,6.81875e-05,6.81875e-05,6.81875e-05
193,4862.87,0.42686,0.28459,0.96706,0.80453,0.78827,0.82877,0.60399,0.87328,0.69177,1.33991,6.2e-05,6.2e-05,6.2e-05
194,4887.06,0.42294,0.27333,0.96169,0.81015,0.78798,0.83215,0.60501,0.87805,0.70367,1.34569,5.58125e-05,5.58125e-05,5.58125e-05
195,4911.34,0.42062,0.26922,0.95574,0.82743,0.78373,0.83728,0.60666,0.87715,0.7038,1.34718,4.9625e-05,4.9625e-05,4.9625e-05
196,4935.53,0.41984,0.26762,0.95739,0.82342,0.77371,0.83378,0.6057,0.87517,0.70703,1.34631,4.34375e-05,4.34375e-05,4.34375e-05
197,4960.09,0.41612,0.26681,0.95199,0.83108,0.77274,0.83164,0.60477,0.87632,0.70516,1.34763,3.725e-05,3.725e-05,3.725e-05
198,4984.43,0.41492,0.27042,0.96166,0.83515,0.78556,0.83761,0.60502,0.87181,0.69959,1.34558,3.10625e-05,3.10625e-05,3.10625e-05
199,5008.87,0.42014,0.27427,0.95911,0.83506,0.78582,0.83316,0.60684,0.87446,0.70558,1.34984,2.4875e-05,2.4875e-05,2.4875e-05
200,5033.08,0.41845,0.26502,0.95655,0.82806,0.78938,0.8311,0.60606,0.87245,0.71599,1.34738,1.86875e-05,1.86875e-05,1.86875e-05
